prompt,question,options,answer,gpt4_label
"You're a helpful task classification assistant.
Identify the task type for the given <Task> below.
You can only choose the correct answer from the list [QA, Sentence completion].

<Task Description ans example>
* qa: a task that chooses the correct answer to a question.
```
Older adults may show less major depression than younger adults because they

Options: ['0. Have learned to cope with loss', '1. See major depression as a stigma', '2. Have very different brain biochemistry', '3. Are no longer concerned with emotional matters']

0
```

* sentence completion: a task that chooses the appropriate and logically following phrase to complete a given sentence including arithmetic inference
```
Which archaeological method is best for identifying large-scale land modifications?

Options: ['0. test pits', '1. ground-penetrating radar', '2. aerial photography', '3. proton magnetometers']

2
```
You should answer the task type and not say anything after that.

<Task>
 Shapiro claims that humans are social or cultural animals, which is significant for his view because it implies that

Options: ['0. social norms or rules play a significant role in influencing behavior.', '1. we are just products of our biochemistry.', '2. past experience plays a significant role in influencing behavior.', '3. none of the above']

0"," Shapiro claims that humans are social or cultural animals, which is significant for his view because it implies that","['0. social norms or rules play a significant role in influencing behavior.', '1. we are just products of our biochemistry.', '2. past experience plays a significant role in influencing behavior.', '3. none of the above']",0,QA
"You're a helpful task classification assistant.
Identify the task type for the given <Task> below.
You can only choose the correct answer from the list [QA, Sentence completion].

<Task Description ans example>
* qa: a task that chooses the correct answer to a question.
```
Older adults may show less major depression than younger adults because they

Options: ['0. Have learned to cope with loss', '1. See major depression as a stigma', '2. Have very different brain biochemistry', '3. Are no longer concerned with emotional matters']

0
```

* sentence completion: a task that chooses the appropriate and logically following phrase to complete a given sentence including arithmetic inference
```
Which archaeological method is best for identifying large-scale land modifications?

Options: ['0. test pits', '1. ground-penetrating radar', '2. aerial photography', '3. proton magnetometers']

2
```
You should answer the task type and not say anything after that.

<Task>
The pH of two lakes is measured. Lake A has a pH of 8.0; Lake B has a pH of 6.0. Which of the following statements is correct about these lakes?

Options: ['0. Lake B is alkaline.', '1. Lake B is 100 times more alkaline than Lake A.', '2. The hydrogen ion concentration of Lake B is 104 M.', '3. The pH of both lakes will decrease in response to acid rain.']

3",The pH of two lakes is measured. Lake A has a pH of 8.0; Lake B has a pH of 6.0. Which of the following statements is correct about these lakes?,"['0. Lake B is alkaline.', '1. Lake B is 100 times more alkaline than Lake A.', '2. The hydrogen ion concentration of Lake B is 104 M.', '3. The pH of both lakes will decrease in response to acid rain.']",3,QA
"You're a helpful task classification assistant.
Identify the task type for the given <Task> below.
You can only choose the correct answer from the list [QA, Sentence completion].

<Task Description ans example>
* qa: a task that chooses the correct answer to a question.
```
Older adults may show less major depression than younger adults because they

Options: ['0. Have learned to cope with loss', '1. See major depression as a stigma', '2. Have very different brain biochemistry', '3. Are no longer concerned with emotional matters']

0
```

* sentence completion: a task that chooses the appropriate and logically following phrase to complete a given sentence including arithmetic inference
```
Which archaeological method is best for identifying large-scale land modifications?

Options: ['0. test pits', '1. ground-penetrating radar', '2. aerial photography', '3. proton magnetometers']

2
```
You should answer the task type and not say anything after that.

<Task>
For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I was playing video games in the house. Scenario 2 | I let my kids get ice cream for every meal.

Options: ['0. Wrong, Wrong', '1. Wrong, Not wrong', '2. Not wrong, Wrong', '3. Not wrong, Not wrong']

2","For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I was playing video games in the house. Scenario 2 | I let my kids get ice cream for every meal.","['0. Wrong, Wrong', '1. Wrong, Not wrong', '2. Not wrong, Wrong', '3. Not wrong, Not wrong']",2,QA
"You're a helpful task classification assistant.
Identify the task type for the given <Task> below.
You can only choose the correct answer from the list [QA, Sentence completion].

<Task Description ans example>
* qa: a task that chooses the correct answer to a question.
```
Older adults may show less major depression than younger adults because they

Options: ['0. Have learned to cope with loss', '1. See major depression as a stigma', '2. Have very different brain biochemistry', '3. Are no longer concerned with emotional matters']

0
```

* sentence completion: a task that chooses the appropriate and logically following phrase to complete a given sentence including arithmetic inference
```
Which archaeological method is best for identifying large-scale land modifications?

Options: ['0. test pits', '1. ground-penetrating radar', '2. aerial photography', '3. proton magnetometers']

2
```
You should answer the task type and not say anything after that.

<Task>
At 20°C, a pipe open at both ends resonates at a frequency of 440 hertz. At what frequency does the same pipe resonate on a particularly cold day when the speed of sound is 3 percent lower than it would be at 20°C ?

Options: ['0. 414 Hz', '1. 427 Hz', '2. 433 Hz', '3. 440 Hz']

1","At 20°C, a pipe open at both ends resonates at a frequency of 440 hertz. At what frequency does the same pipe resonate on a particularly cold day when the speed of sound is 3 percent lower than it would be at 20°C ?","['0. 414 Hz', '1. 427 Hz', '2. 433 Hz', '3. 440 Hz']",1,QA
"You're a helpful task classification assistant.
Identify the task type for the given <Task> below.
You can only choose the correct answer from the list [QA, Sentence completion].

<Task Description ans example>
* qa: a task that chooses the correct answer to a question.
```
Older adults may show less major depression than younger adults because they

Options: ['0. Have learned to cope with loss', '1. See major depression as a stigma', '2. Have very different brain biochemistry', '3. Are no longer concerned with emotional matters']

0
```

* sentence completion: a task that chooses the appropriate and logically following phrase to complete a given sentence including arithmetic inference
```
Which archaeological method is best for identifying large-scale land modifications?

Options: ['0. test pits', '1. ground-penetrating radar', '2. aerial photography', '3. proton magnetometers']

2
```
You should answer the task type and not say anything after that.

<Task>
Butler claims that in the strictest and most proper sense, tofollow nature is to:

Options: ['0. act as one pleases.', '1. act on any of one’s passions.', '2. act on one’s strongest passion.', '3. act on one’s conscience.']

3","Butler claims that in the strictest and most proper sense, tofollow nature is to:","['0. act as one pleases.', '1. act on any of one’s passions.', '2. act on one’s strongest passion.', '3. act on one’s conscience.']",3,QA
"You're a helpful task classification assistant.
Identify the task type for the given <Task> below.
You can only choose the correct answer from the list [QA, Sentence completion].

<Task Description ans example>
* qa: a task that chooses the correct answer to a question.
```
Older adults may show less major depression than younger adults because they

Options: ['0. Have learned to cope with loss', '1. See major depression as a stigma', '2. Have very different brain biochemistry', '3. Are no longer concerned with emotional matters']

0
```

* sentence completion: a task that chooses the appropriate and logically following phrase to complete a given sentence including arithmetic inference
```
Which archaeological method is best for identifying large-scale land modifications?

Options: ['0. test pits', '1. ground-penetrating radar', '2. aerial photography', '3. proton magnetometers']

2
```
You should answer the task type and not say anything after that.

<Task>
A team of volunteers collected a total of $5,144 selling T-shirts at a charity concert. Each T-shirt was sold for $8. What was the total number of T-shirts the volunteers sold?

Options: ['0. 632', '1. 643', '2. 655', '3. 668']

1","A team of volunteers collected a total of $5,144 selling T-shirts at a charity concert. Each T-shirt was sold for $8. What was the total number of T-shirts the volunteers sold?","['0. 632', '1. 643', '2. 655', '3. 668']",1,QA
"You're a helpful task classification assistant.
Identify the task type for the given <Task> below.
You can only choose the correct answer from the list [QA, Sentence completion].

<Task Description ans example>
* qa: a task that chooses the correct answer to a question.
```
Older adults may show less major depression than younger adults because they

Options: ['0. Have learned to cope with loss', '1. See major depression as a stigma', '2. Have very different brain biochemistry', '3. Are no longer concerned with emotional matters']

0
```

* sentence completion: a task that chooses the appropriate and logically following phrase to complete a given sentence including arithmetic inference
```
Which archaeological method is best for identifying large-scale land modifications?

Options: ['0. test pits', '1. ground-penetrating radar', '2. aerial photography', '3. proton magnetometers']

2
```
You should answer the task type and not say anything after that.

<Task>
A tall building was under construction in the downtown business district of a city. A lawyer drove her car to the downtown area to go to a meeting with a client. She was running late for the meeting and could not find a legal parking spot, so she decided to park illegally in front of a fire hydrant. This was in violation of a local ordinance that prohibited parking within 50 feet of a fire hydrant. The lawyer figured that it was better to get a ticket than to miss her meeting with an important client. The spot where she parked was next to the site of the construction of the new building. While the lawyer was at her meeting, an accident occurred at the construction site. A large crane was being used to lift a load of bricks. A cable on the crane broke, and the bricks fell. Most of them landed on top of the lawyer's car. The load of bricks that fell on the lawyer's car caused the gas tank of the car to rupture and explode. Shrapnel from the explosion flew in all directions and injured a pedestrian who was talking on the sidewalk near the lawyer's car. If the pedestrian sues the lawyer and relies on the doctrine of negligence per Se, which of the following, if true, is the lawyer's best defense?

Options: ['0. Payment of a small fine is the only penalty provided in the ordinance for those who park too close to fire hydrants.', '1. The police never issued a ticket to the lawyer for parking in front of the fire hydrant.', ""2. The purpose. of the parking ordinance was tofacilitate access to the hydrant by fire trucks,not to protect against accidents like the onethat occurred when bricks fell on the lawyer'scar."", '3. The pedestrian would not have been injured ifthe construction company had properly maintained the crane.']

2","A tall building was under construction in the downtown business district of a city. A lawyer drove her car to the downtown area to go to a meeting with a client. She was running late for the meeting and could not find a legal parking spot, so she decided to park illegally in front of a fire hydrant. This was in violation of a local ordinance that prohibited parking within 50 feet of a fire hydrant. The lawyer figured that it was better to get a ticket than to miss her meeting with an important client. The spot where she parked was next to the site of the construction of the new building. While the lawyer was at her meeting, an accident occurred at the construction site. A large crane was being used to lift a load of bricks. A cable on the crane broke, and the bricks fell. Most of them landed on top of the lawyer's car. The load of bricks that fell on the lawyer's car caused the gas tank of the car to rupture and explode. Shrapnel from the explosion flew in all directions and injured a pedestrian who was talking on the sidewalk near the lawyer's car. If the pedestrian sues the lawyer and relies on the doctrine of negligence per Se, which of the following, if true, is the lawyer's best defense?","['0. Payment of a small fine is the only penalty provided in the ordinance for those who park too close to fire hydrants.', '1. The police never issued a ticket to the lawyer for parking in front of the fire hydrant.', ""2. The purpose. of the parking ordinance was tofacilitate access to the hydrant by fire trucks,not to protect against accidents like the onethat occurred when bricks fell on the lawyer'scar."", '3. The pedestrian would not have been injured ifthe construction company had properly maintained the crane.']",2,QA
"You're a helpful task classification assistant.
Identify the task type for the given <Task> below.
You can only choose the correct answer from the list [QA, Sentence completion].

<Task Description ans example>
* qa: a task that chooses the correct answer to a question.
```
Older adults may show less major depression than younger adults because they

Options: ['0. Have learned to cope with loss', '1. See major depression as a stigma', '2. Have very different brain biochemistry', '3. Are no longer concerned with emotional matters']

0
```

* sentence completion: a task that chooses the appropriate and logically following phrase to complete a given sentence including arithmetic inference
```
Which archaeological method is best for identifying large-scale land modifications?

Options: ['0. test pits', '1. ground-penetrating radar', '2. aerial photography', '3. proton magnetometers']

2
```
You should answer the task type and not say anything after that.

<Task>
This question refers to the following information.
Bonesteel's prime consideration was to establish a surrender zone as far north as he thought the Soviets would accept. He knew that the Russian troops could reach the southern tip of Korea before American troops could arrive. He also knew that the Russians were on the verge of moving into Korea, or were already there. The nearest American troops to Korea were on Okinawa, 600 miles away. His problem, therefore, was to compose a surrender arrangement which, while acceptable to the Russians, would at the same time prevent them from seizing all of Korea. If they refused to confine their advance to north Korea, the United States would be unable to stop them. . . . He decided to use the 38th parallel as a hypothetical line dividing the zones within which Japanese forces in Korea would surrender to appointed American and Russian authorities.
—Adapted from U.S. Army Lt. Paul C. McGrath's account of Colonel Bonesteel's decision in the 1940s
How did the events depicted here affect Koreans?

Options: ['0. They became a part of Japan’s territory.', '1. The Americans established freedom for all Koreans.', '2. The Korean economy never recovered.', '3. Korea remains divided into two nations near the 38th parallel.']

3","This question refers to the following information.
Bonesteel's prime consideration was to establish a surrender zone as far north as he thought the Soviets would accept. He knew that the Russian troops could reach the southern tip of Korea before American troops could arrive. He also knew that the Russians were on the verge of moving into Korea, or were already there. The nearest American troops to Korea were on Okinawa, 600 miles away. His problem, therefore, was to compose a surrender arrangement which, while acceptable to the Russians, would at the same time prevent them from seizing all of Korea. If they refused to confine their advance to north Korea, the United States would be unable to stop them. . . . He decided to use the 38th parallel as a hypothetical line dividing the zones within which Japanese forces in Korea would surrender to appointed American and Russian authorities.
—Adapted from U.S. Army Lt. Paul C. McGrath's account of Colonel Bonesteel's decision in the 1940s
How did the events depicted here affect Koreans?","['0. They became a part of Japan’s territory.', '1. The Americans established freedom for all Koreans.', '2. The Korean economy never recovered.', '3. Korea remains divided into two nations near the 38th parallel.']",3,QA
"You're a helpful task classification assistant.
Identify the task type for the given <Task> below.
You can only choose the correct answer from the list [QA, Sentence completion].

<Task Description ans example>
* qa: a task that chooses the correct answer to a question.
```
Older adults may show less major depression than younger adults because they

Options: ['0. Have learned to cope with loss', '1. See major depression as a stigma', '2. Have very different brain biochemistry', '3. Are no longer concerned with emotional matters']

0
```

* sentence completion: a task that chooses the appropriate and logically following phrase to complete a given sentence including arithmetic inference
```
Which archaeological method is best for identifying large-scale land modifications?

Options: ['0. test pits', '1. ground-penetrating radar', '2. aerial photography', '3. proton magnetometers']

2
```
You should answer the task type and not say anything after that.

<Task>
What would you do in PCA to get the same projection as SVD?

Options: ['0. Transform data to zero mean', '1. Transform data to zero median', '2. Not possible', '3. None of these']

0",What would you do in PCA to get the same projection as SVD?,"['0. Transform data to zero mean', '1. Transform data to zero median', '2. Not possible', '3. None of these']",0,QA
"You're a helpful task classification assistant.
Identify the task type for the given <Task> below.
You can only choose the correct answer from the list [QA, Sentence completion].

<Task Description ans example>
* qa: a task that chooses the correct answer to a question.
```
Older adults may show less major depression than younger adults because they

Options: ['0. Have learned to cope with loss', '1. See major depression as a stigma', '2. Have very different brain biochemistry', '3. Are no longer concerned with emotional matters']

0
```

* sentence completion: a task that chooses the appropriate and logically following phrase to complete a given sentence including arithmetic inference
```
Which archaeological method is best for identifying large-scale land modifications?

Options: ['0. test pits', '1. ground-penetrating radar', '2. aerial photography', '3. proton magnetometers']

2
```
You should answer the task type and not say anything after that.

<Task>
John is playing a game in which he tries to obtain the highest number possible. He must put the symbols +, $\times$, and - (plus, times, and minus) in the following blanks, using each symbol exactly once:\[2 \underline{\hphantom{8}} 4 \underline{\hphantom{8}} 6 \underline{\hphantom{8}} 8.\] John cannot use parentheses or rearrange the numbers. What is the highest possible number that John could obtain?

Options: ['0. 22', '1. 46', '2. 100', '3. 99']

1","John is playing a game in which he tries to obtain the highest number possible. He must put the symbols +, $\times$, and - (plus, times, and minus) in the following blanks, using each symbol exactly once:\[2 \underline{\hphantom{8}} 4 \underline{\hphantom{8}} 6 \underline{\hphantom{8}} 8.\] John cannot use parentheses or rearrange the numbers. What is the highest possible number that John could obtain?","['0. 22', '1. 46', '2. 100', '3. 99']",1,QA
"You're a helpful task classification assistant.
Identify the task type for the given <Task> below.
You can only choose the correct answer from the list [QA, Sentence completion].

<Task Description ans example>
* qa: a task that chooses the correct answer to a question.
```
Older adults may show less major depression than younger adults because they

Options: ['0. Have learned to cope with loss', '1. See major depression as a stigma', '2. Have very different brain biochemistry', '3. Are no longer concerned with emotional matters']

0
```

* sentence completion: a task that chooses the appropriate and logically following phrase to complete a given sentence including arithmetic inference
```
Which archaeological method is best for identifying large-scale land modifications?

Options: ['0. test pits', '1. ground-penetrating radar', '2. aerial photography', '3. proton magnetometers']

2
```
You should answer the task type and not say anything after that.

<Task>
What is the colored part of the eye called?

Options: ['0. iris', '1. pupil', '2. retina', '3. cochlea']

0",What is the colored part of the eye called?,"['0. iris', '1. pupil', '2. retina', '3. cochlea']",0,QA
"You're a helpful task classification assistant.
Identify the task type for the given <Task> below.
You can only choose the correct answer from the list [QA, Sentence completion].

<Task Description ans example>
* qa: a task that chooses the correct answer to a question.
```
Older adults may show less major depression than younger adults because they

Options: ['0. Have learned to cope with loss', '1. See major depression as a stigma', '2. Have very different brain biochemistry', '3. Are no longer concerned with emotional matters']

0
```

* sentence completion: a task that chooses the appropriate and logically following phrase to complete a given sentence including arithmetic inference
```
Which archaeological method is best for identifying large-scale land modifications?

Options: ['0. test pits', '1. ground-penetrating radar', '2. aerial photography', '3. proton magnetometers']

2
```
You should answer the task type and not say anything after that.

<Task>
In 1993, a landowner had good record title toa vineyard in fee simple absolute. In 1994, thelandowner delivered to his son, for a sum of $1,000,a deed signed by the landowner, naming the son andhis heirs as grantee, and appearing valid on its face. The son neglected to record the deed. In 1998, a farmer, aware of the existence of the landowner-to-son deed, sought out the landowner and asked to buy for $10,000 a deed of the vineyard from the landowner to the farmer and his heirs. The landowner executed such a deed, and the farmer promptly recorded it. The farmer's intent was to acquire color of title and obtain ownership of the vineyard by adverse possession. In 1998, the farmer constructed a fence around the vineyard. In 1999, the son presented his deed of the vineyard to an investor and, for $15,000, paid by the investor, signed and delivered a deed of the vineyard in favor of the investor and his heirs. After receiving the deed, the investor made no effort to search the title, to examine the property, or to record the deed. In 2003, a vintner paid the farmer $20,000, and the farmer delivered to the vintner a deed of the vineyard in favor of the vintner and his heirs. The vintner had examined the property, had searched the title, and had no knowledge of the farmer's awareness of the prior landowner-to-son instrument. Although the vintner did not reside on the property, he regularly visited the vineyard twice a week. The vintner recorded his deed. In 2007, for $25,000, paid by a farmer, the investor signed and delivered a deed of the vineyard naming the farmer and his heirs as grantees. Before the farmer had paid the investor and taken his deed, the farmer visited the vineyard and observed the fence. However, the vintner was not present when the farmer visited the property, and nothing suggested who if anyone was using it. In any case, the farmer did not attempt to search the title before making his purchase. The farmer then recorded the deed. This jurisdiction uses Grantor  Grantee Indices and has no Tract IndexIn 2008, what is the present state of title to the vineyard if the jurisdiction's recording act provides:""Every conveyance of real estate which is not recorded is void against a subsequent purchaser in good faith for valuable consideration, whose conveyance shall be first duly recorded""?

Options: ['0. In a race \x80\x94notice jurisdiction, the farmer, as a subsequent bonafide purchaser, would acquire record title to the vineyard, because he was the last in time to record.', '1. In a pure race jurisdiction, the farmer would acquire record title to the vineyard, because he purchased the property for value and recorded first in time.', '2. In a race \x80\x94notice jurisdiction, the vintner, as a subsequent bonafide purchaser without notice of the prior landowner-to-son instrument, would acquire record title to the vineyard, because he recorded his deed first in time.', '3. In a pure race jurisdiction, the vintner, as a subsequent bonafide purchaser without notice of the prior landowner-to-son instrument, would acquire record title to the vineyard, because he recorded his deed first in time.']

2","In 1993, a landowner had good record title toa vineyard in fee simple absolute. In 1994, thelandowner delivered to his son, for a sum of $1,000,a deed signed by the landowner, naming the son andhis heirs as grantee, and appearing valid on its face. The son neglected to record the deed. In 1998, a farmer, aware of the existence of the landowner-to-son deed, sought out the landowner and asked to buy for $10,000 a deed of the vineyard from the landowner to the farmer and his heirs. The landowner executed such a deed, and the farmer promptly recorded it. The farmer's intent was to acquire color of title and obtain ownership of the vineyard by adverse possession. In 1998, the farmer constructed a fence around the vineyard. In 1999, the son presented his deed of the vineyard to an investor and, for $15,000, paid by the investor, signed and delivered a deed of the vineyard in favor of the investor and his heirs. After receiving the deed, the investor made no effort to search the title, to examine the property, or to record the deed. In 2003, a vintner paid the farmer $20,000, and the farmer delivered to the vintner a deed of the vineyard in favor of the vintner and his heirs. The vintner had examined the property, had searched the title, and had no knowledge of the farmer's awareness of the prior landowner-to-son instrument. Although the vintner did not reside on the property, he regularly visited the vineyard twice a week. The vintner recorded his deed. In 2007, for $25,000, paid by a farmer, the investor signed and delivered a deed of the vineyard naming the farmer and his heirs as grantees. Before the farmer had paid the investor and taken his deed, the farmer visited the vineyard and observed the fence. However, the vintner was not present when the farmer visited the property, and nothing suggested who if anyone was using it. In any case, the farmer did not attempt to search the title before making his purchase. The farmer then recorded the deed. This jurisdiction uses Grantor  Grantee Indices and has no Tract IndexIn 2008, what is the present state of title to the vineyard if the jurisdiction's recording act provides:""Every conveyance of real estate which is not recorded is void against a subsequent purchaser in good faith for valuable consideration, whose conveyance shall be first duly recorded""?","['0. In a race \x80\x94notice jurisdiction, the farmer, as a subsequent bonafide purchaser, would acquire record title to the vineyard, because he was the last in time to record.', '1. In a pure race jurisdiction, the farmer would acquire record title to the vineyard, because he purchased the property for value and recorded first in time.', '2. In a race \x80\x94notice jurisdiction, the vintner, as a subsequent bonafide purchaser without notice of the prior landowner-to-son instrument, would acquire record title to the vineyard, because he recorded his deed first in time.', '3. In a pure race jurisdiction, the vintner, as a subsequent bonafide purchaser without notice of the prior landowner-to-son instrument, would acquire record title to the vineyard, because he recorded his deed first in time.']",2,QA
"You're a helpful task classification assistant.
Identify the task type for the given <Task> below.
You can only choose the correct answer from the list [QA, Sentence completion].

<Task Description ans example>
* qa: a task that chooses the correct answer to a question.
```
Older adults may show less major depression than younger adults because they

Options: ['0. Have learned to cope with loss', '1. See major depression as a stigma', '2. Have very different brain biochemistry', '3. Are no longer concerned with emotional matters']

0
```

* sentence completion: a task that chooses the appropriate and logically following phrase to complete a given sentence including arithmetic inference
```
Which archaeological method is best for identifying large-scale land modifications?

Options: ['0. test pits', '1. ground-penetrating radar', '2. aerial photography', '3. proton magnetometers']

2
```
You should answer the task type and not say anything after that.

<Task>
Hobbes claims that all of the laws of nature can be summarized in the precept:

Options: ['0. maximize happiness.', '1. never treat another person as a means to your ends.', '2. do not do to another what you would not have done to yourself.', '3. practice virtue in all that you do.']

2",Hobbes claims that all of the laws of nature can be summarized in the precept:,"['0. maximize happiness.', '1. never treat another person as a means to your ends.', '2. do not do to another what you would not have done to yourself.', '3. practice virtue in all that you do.']",2,QA
"You're a helpful task classification assistant.
Identify the task type for the given <Task> below.
You can only choose the correct answer from the list [QA, Sentence completion].

<Task Description ans example>
* qa: a task that chooses the correct answer to a question.
```
Older adults may show less major depression than younger adults because they

Options: ['0. Have learned to cope with loss', '1. See major depression as a stigma', '2. Have very different brain biochemistry', '3. Are no longer concerned with emotional matters']

0
```

* sentence completion: a task that chooses the appropriate and logically following phrase to complete a given sentence including arithmetic inference
```
Which archaeological method is best for identifying large-scale land modifications?

Options: ['0. test pits', '1. ground-penetrating radar', '2. aerial photography', '3. proton magnetometers']

2
```
You should answer the task type and not say anything after that.

<Task>
According to Monetarist theory

Options: ['0. the FED should actively conduct monetary policy.', '1. changes in the money supply do not have significant effects.', '2. fiscal policy is the preferred way of shifting the aggregate demand curve.', '3. the FED should allow the money supply to grow at a constant rate.']

3",According to Monetarist theory,"['0. the FED should actively conduct monetary policy.', '1. changes in the money supply do not have significant effects.', '2. fiscal policy is the preferred way of shifting the aggregate demand curve.', '3. the FED should allow the money supply to grow at a constant rate.']",3,QA
"You're a helpful task classification assistant.
Identify the task type for the given <Task> below.
You can only choose the correct answer from the list [QA, Sentence completion].

<Task Description ans example>
* qa: a task that chooses the correct answer to a question.
```
Older adults may show less major depression than younger adults because they

Options: ['0. Have learned to cope with loss', '1. See major depression as a stigma', '2. Have very different brain biochemistry', '3. Are no longer concerned with emotional matters']

0
```

* sentence completion: a task that chooses the appropriate and logically following phrase to complete a given sentence including arithmetic inference
```
Which archaeological method is best for identifying large-scale land modifications?

Options: ['0. test pits', '1. ground-penetrating radar', '2. aerial photography', '3. proton magnetometers']

2
```
You should answer the task type and not say anything after that.

<Task>
What popular toy is featured in the film 'The Hudsucker Proxy'?

Options: ['0. Beanie Babies', '1. Hula Hoop', '2. Lincoln Logs', '3. Lite Brite']

1",What popular toy is featured in the film 'The Hudsucker Proxy'?,"['0. Beanie Babies', '1. Hula Hoop', '2. Lincoln Logs', '3. Lite Brite']",1,QA
"You're a helpful task classification assistant.
Identify the task type for the given <Task> below.
You can only choose the correct answer from the list [QA, Sentence completion].

<Task Description ans example>
* qa: a task that chooses the correct answer to a question.
```
Older adults may show less major depression than younger adults because they

Options: ['0. Have learned to cope with loss', '1. See major depression as a stigma', '2. Have very different brain biochemistry', '3. Are no longer concerned with emotional matters']

0
```

* sentence completion: a task that chooses the appropriate and logically following phrase to complete a given sentence including arithmetic inference
```
Which archaeological method is best for identifying large-scale land modifications?

Options: ['0. test pits', '1. ground-penetrating radar', '2. aerial photography', '3. proton magnetometers']

2
```
You should answer the task type and not say anything after that.

<Task>
A plumbing company hired a worker to work at various construction sites. The worker used his own truck to travel between the company's warehouse and the construction sites, but the company fitted the truck with a rack for carrying plumbing pipes. The company paid the worker for traveling between the warehouse and the construction sites, but not for his drive to and from work. Because the worker was required to haul pipes on his truck while driving between the warehouse and the construction sites, the company asked the worker, before hiring him, whether he had a valid driver's license. The worker represented that he did, although in fact his license had been suspended because he had been convicted of recklessly causing motor vehicle collisions. The company made no effort to verify the worker's representation. While driving to work one morning in his truck, the worker carelessly caused a collision in which a woman was injured. In her subsequent action against the plumbing company, based on a theory of negligent hiring, is the woman likely to prevail?

Options: [""0. No, because the company's duty to use reasonable care in hiring a competent driver extended only to actions taken by the worker in the scope of his employment."", '1. No, because the worker was an independent contractor.', ""2. Yes, because the company fitted the worker's truck with a pipe rack."", ""3. Yes, because the company had a duty to ensure that its workers had valid driver's licenses.""]

0","A plumbing company hired a worker to work at various construction sites. The worker used his own truck to travel between the company's warehouse and the construction sites, but the company fitted the truck with a rack for carrying plumbing pipes. The company paid the worker for traveling between the warehouse and the construction sites, but not for his drive to and from work. Because the worker was required to haul pipes on his truck while driving between the warehouse and the construction sites, the company asked the worker, before hiring him, whether he had a valid driver's license. The worker represented that he did, although in fact his license had been suspended because he had been convicted of recklessly causing motor vehicle collisions. The company made no effort to verify the worker's representation. While driving to work one morning in his truck, the worker carelessly caused a collision in which a woman was injured. In her subsequent action against the plumbing company, based on a theory of negligent hiring, is the woman likely to prevail?","[""0. No, because the company's duty to use reasonable care in hiring a competent driver extended only to actions taken by the worker in the scope of his employment."", '1. No, because the worker was an independent contractor.', ""2. Yes, because the company fitted the worker's truck with a pipe rack."", ""3. Yes, because the company had a duty to ensure that its workers had valid driver's licenses.""]",0,QA
"You're a helpful task classification assistant.
Identify the task type for the given <Task> below.
You can only choose the correct answer from the list [QA, Sentence completion].

<Task Description ans example>
* qa: a task that chooses the correct answer to a question.
```
Older adults may show less major depression than younger adults because they

Options: ['0. Have learned to cope with loss', '1. See major depression as a stigma', '2. Have very different brain biochemistry', '3. Are no longer concerned with emotional matters']

0
```

* sentence completion: a task that chooses the appropriate and logically following phrase to complete a given sentence including arithmetic inference
```
Which archaeological method is best for identifying large-scale land modifications?

Options: ['0. test pits', '1. ground-penetrating radar', '2. aerial photography', '3. proton magnetometers']

2
```
You should answer the task type and not say anything after that.

<Task>
There are 57 serotypes of adenovirus currently recognised. Which has the most important clinical impact?

Options: ['0. Diarrhoea', '1. Eye infections', '2. Respiratory tract infections', '3. Haemorrhagic cystitis']

2",There are 57 serotypes of adenovirus currently recognised. Which has the most important clinical impact?,"['0. Diarrhoea', '1. Eye infections', '2. Respiratory tract infections', '3. Haemorrhagic cystitis']",2,QA
"You're a helpful task classification assistant.
Identify the task type for the given <Task> below.
You can only choose the correct answer from the list [QA, Sentence completion].

<Task Description ans example>
* qa: a task that chooses the correct answer to a question.
```
Older adults may show less major depression than younger adults because they

Options: ['0. Have learned to cope with loss', '1. See major depression as a stigma', '2. Have very different brain biochemistry', '3. Are no longer concerned with emotional matters']

0
```

* sentence completion: a task that chooses the appropriate and logically following phrase to complete a given sentence including arithmetic inference
```
Which archaeological method is best for identifying large-scale land modifications?

Options: ['0. test pits', '1. ground-penetrating radar', '2. aerial photography', '3. proton magnetometers']

2
```
You should answer the task type and not say anything after that.

<Task>
Which of the following describes the fallacy of appeal to loyalty?

Options: ['0. arguing that someone should do something because it will make him or her better liked by others', '1. responding to an argument with an expression of derision', '2. arguing that an idea should be accepted only because of who originated the idea', '3. arguing that someone should do something to be loyal to a person or a group']

3",Which of the following describes the fallacy of appeal to loyalty?,"['0. arguing that someone should do something because it will make him or her better liked by others', '1. responding to an argument with an expression of derision', '2. arguing that an idea should be accepted only because of who originated the idea', '3. arguing that someone should do something to be loyal to a person or a group']",3,QA
